"ME";"5104";"  Centro-Sul Mato-grossense";"3989";"3495";"3833";"4423";"4136";"4787";"4498";"4678";"3927";"5806";"4755";"4940";"5977";"5065";"6060";"5815";"5714";"5897";"5498";"5176";"6052";"6022"
"MI";"51015";"    Alto Paraguai";"3476";"3115";"1774";"3854";"3854";"4127";"3999";"3964";"3300";"5353";"5142";"5137";"5696";"4797";"5124";"5362";"5405";"5859";"5241";"4993";"6515";"5987"
"MU";"5100508";"      Alto Paraguai";"3600";"-";"1800";"4200";"4200";"4200";"4200";"3900";"3300";"4800";"5400";"4800";"4800";"4800";"4800";"4800";"5100";"5700";"5400";"5100";"6300";"6000"
"MU";"5101308";"      Arenápolis";"-";"-";"-";"-";"-";"-";"4800";"...";"3300";"5400";"5400";"4500";"4500";"4500";"4800";"4800";"5100";"6000";"5400";"4800";"6480";"6000"
"MU";"5106000";"      Nortelândia";"3000";"3000";"1659";"3840";"3840";"3900";"2000";"3900";"3300";"5400";"5400";"4800";"4800";"4800";"4500";"4800";"5100";"6000";"5100";"5100";"6300";"6333"
"MU";"5108857";"      Nova Marilândia";"3900";"3150";"1770";"3300";"3300";"4200";"4011";"4200";"3000";"5700";"5400";"5880";"6000";"4800";"5400";"6000";"6300";"5700";"5700";"4800";"6900";"5900"
"MU";"5107263";"      Santo Afonso";"-";"-";"2167";"3179";"3179";"3900";"-";"4000";"3800";"4800";"4260";"4792";"6000";"4800";"5700";"5400";"5100";"5700";"5400";"4800";"7080";"5400"
"MI";"51016";"    Rosário Oeste";"-";"-";"2100";"3000";"3000";"2600";"4617";"-";"4020";"4200";"4200";"4200";"5596";"5503";"8029";"5301";"5484";"5588";"4116";"4800";"4797";"5282"
"MU";"5100102";"      Acorizal";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"...";"...";"...";"..."
"MU";"5104906";"      Jangada";"-";"-";"-";"-";"-";"2600";"-";"-";"-";"-";"-";"-";"-";"-";"-";"6000";"5400";"4229";"4286";"4800";"4560";"4800"
"MU";"5107701";"      Rosário Oeste";"-";"-";"2100";"3000";"3000";"-";"4617";"-";"4020";"4200";"4200";"4200";"5596";"5503";"8029";"5296";"5485";"5700";"4098";"4800";"4800";"5285"
"MI";"51017";"    Cuiabá";"4117";"3510";"4102";"4631";"4268";"5047";"6066";"5180";"4418";"6438";"4695";"5149";"6426";"5380";"7346";"6316";"5990";"6071";"6132";"5435";"6027";"6374"
"MU";"5103007";"      Chapada dos Guimarães";"2400";"4200";"3989";"5400";"3947";"4990";"6174";"4108";"3967";"6567";"4377";"5529";"6600";"5400";"7321";"6000";"6000";"6120";"6040";"6000";"6140";"6100"
"MU";"5103403";"      Cuiabá";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"...";"...";"6100";"6121"
"MU";"5106109";"      Nossa Senhora do Livramento";"-";"-";"-";"-";"-";"-";"4111";"-";"-";"-";"-";"-";"4733";"3300";"4200";"5020";"5250";"5700";"5400";"4502";"4264";"4648"
